miscData,1,,
startTime,
0
,
calls,2000,,
index,priority,x,y,arrivalTime,dispatchDelay,onSceneDuration,transfer,hospitalIndex,transferDuration,
1,1,0.07081008288861036,0.10395515030248388,0.003911976344776512,0.0018604912680804013,0.00651996057462752,0,-1,0.004604772864100005
2,1,0.09381214668872975,0.0023729326443832047,0.009113080974552424,0.0019641760297916915,0.008668507716293185,0,-1,0.004896038586756397
3,2,0.14658385244000133,0.06329054735710013,0.010764450835531087,0.0011437448609023636,0.0027522831016311053,1,-1,0.0035803122612465643
4,3,0.2855747663758182,0.29997124769818634,0.011501857626737128,0.0012952403667149156,0.004368405444322497,1,-1,0.0033864242089491174
5,1,0.07549872941093665,0.2959997640697298,0.014122900893330625,0.001796261857384104,0.006925072529237369,1,-1,0.007620248254949692
6,3,0.16672530947204547,0.13113241125049516,0.018277944410873048,0.001595372118645428,0.003065854648275855,1,-1,0.01998573582857476
7,1,0.1274153777331843,0.23196683257029854,0.02011745719983856,0.001433991353158571,0.010760852523592039,1,-1,0.005795636859840123
8,1,0.08435713532864925,0.06284179911770926,0.02026408042486931,0.0013131823714710297,0.004025774907001077,1,-1,0.004881587549393042
9,1,0.07541383752390456,0.006112604501339561,0.026720591939024534,0.001031798339699082,0.009655993810448045,1,-1,0.010895358566912145
10,1,0.08631051737225313,0.25785353297265745,0.02913605688322518,0.0024821737514840203,0.01569708265391237,0,-1,0.014643290524107724
11,3,0.02308539297909663,0.1921188316781078,0.03492965316949401,0.0009104811612321541,0.015040979846342988,1,-1,0.005232240998488142
12,1,0.2620631270179665,0.08357479243390756,0.04434790276184143,0.0008591640163816264,0.00833920077749476,1,-1,0.006604905541817238
13,1,0.2253937144420612,0.19346496271762173,0.05337249066964722,0.0016649183397348358,0.0025224905321462733,1,-1,0.012790514236637152
14,1,0.023348059840077217,0.2544555398443655,0.058376011136144074,0.0019525205711853298,0.01882701869197416,0,-1,0.010710316397300818
15,1,0.025690674770797076,0.16596164767575367,0.05988950545543184,0.0011483648581397236,0.020684329238456846,1,-1,0.011356659576130327
16,1,0.13900508477200585,0.05574648724540313,0.06051204606338974,0.0012586300819825277,0.012608937493650923,1,-1,0.009481207479793731
17,1,0.03359437949318706,0.2928934215922432,0.07180825727857423,0.00027273866380015614,0.002319249340090671,1,-1,0.0068846444734253194
